70;Jackson;502 North Atherton Street;Harrisburg;15934;PA;04-12-1962;354-731-6605;108.95
71;Johnson;908 San Luis Obispo North;Montgomery;64367;NJ;28-10-1972;986-687-3972;102.43
72;Eisenhower;210 Via Real;Salem;61182;OR;04-01-1985;561-436-9617;59.55
73;Pierce;212 3/4 N Harrison St;Richmond;57000;IA;24-03-1952;812-446-5993;85.03
74;Carter;87 Harry S Truman Blvd;Cheyenne;79631;SD;16-07-1994;455-864-5205;21.32
75;Van Buren;771 North Atherton Street;Phoenix;52546;SD;28-08-1996;799-488-5052;14.38
76;Adams;119 Camelback Rd STE 8;Juneau;71782;IA;13-05-1997;397-736-5175;58.33
77;Johnson;772 Castillo Drive;Columbia;39192;PA;11-05-1981;323-400-3049;69.37
78;Pierce;553 1/4 East 1st Street;Jackson;25134;ND;10-10-1959;809-969-6006;69.22
79;Harding;163 San Diego Freeway;Annapolis;61671;OR;16-01-1951;752-321-5452;58.44
80;Hayes;212 Castillo Drive;Little Rock;58396;KS;04-09-1976;886-171-7521;61.47
81;Adams;397 Fairview Avenue STE 9;Springfield;81364;IA;28-12-1970;912-807-4969;45.77
82;Adams;730 Santa Monica Road;Boston;83742;OH;26-08-1961;322-693-8172;13.72
83;Johnson;933 1/2 Lawrenceville Suwanee;Springfield;19396;AR;03-07-1993;966-939-4214;44.94
84;Adams;529 N Kentwood;Boise;26495;WI;02-11-1968;463-213-4461;82.75
85;Ford;71 1/4 North Preisker Lane;Denver;45810;VA;16-11-1991;806-361-8214;108.53
86;Kennedy;936 1/2 Pacific Hwy S;Oklahoma City;11224;GA;17-01-1965;723-748-6482;98.89
87;Carter;14 Tully Road East;Montpelier;18177;AZ;12-02-1954;906-347-8756;50.59
88;Buchanan;775 Cerrillos Road;Albany;55531;NY;19-02-1994;694-625-3786;115.35
89;Jackson;64 1/4 Erringer Road;Olympia;74810;WI;29-07-1964;941-153-2544;86.04
90;Arthur;524 North Atherton Street;Annapolis;77287;SD;13-12-1959;975-837-4658;116.59
91;Arthur;883 Lindbergh Blvd;Raleigh;61136;CO;09-09-1989;527-387-7367;18.98
92;Jackson;322 Milpas Street BLDG 9;Columbia;27478;MO;22-11-1993;743-786-7450;84.55
93;Van Buren;972 1/2 Harry S Truman Blvd;Columbia;34850;AZ;03-01-1956;992-205-7150;103.06
94;Johnson;327 South Roosevelt Drive;Providence;85594;IL;16-06-1985;705-879-4841;17.83
95;Coolidge;161 1/4 E Fowler Avenue STE 40;Atlanta;18257;MI;06-09-1952;906-530-7861;43.33
96;Reagan;594 Calle Real;Providence;70944;PA;10-10-1985;249-929-8557;52.35
97;Cleveland;675 Cleveland Ave.;Salt Lake City;14927;GA;05-09-1970;714-532-6262;31.43
98;Carter;222 1/2 Erringer Road UNIT 11;Richmond;12339;MD;11-06-1990;231-579-4313;107.2
99;Tyler;214 South Highway;Montpelier;42919;WV;10-10-1994;779-928-4587;107.12
100;Harding;762 Carpinteria Avenue;Hartford;68448;CA;25-10-1971;610-149-6722;96.74
101;Reagan;245 Newbury Road NO 11;Olympia;84945;TX;24-08-1980;582-891-2018;71.55
102;Jefferson;307 San Marcos;Lincoln;65773;TN;23-11-1986;789-484-3939;26.86
103;Quincy;545 Harry S Truman Blvd BLDG 3;Concord;34476;KS;01-03-1981;591-769-2711;16.06
104;Reagan;404 North Atherton Street NO 3;Madison;48564;CO;05-02-1959;254-632-1796;11.16
105;Grant;356 1/4 Tully Road East;Denver;85504;CA;11-02-1978;541-557-2365;108.91
106;Roosevelt;372 Harbor Dr STE 44;Phoenix;41537;TN;20-12-1991;569-497-6067;44.51
107;Taft;421 San Simeon;Albany;53569;GA;07-07-1995;840-484-6404;46.57
108;Harrison;962 Santa Monica Road;Montpelier;37933;CA;25-02-1973;334-549-5961;72.65
109;Carter;599 Tully Road East APT 26;Jefferson City;16147;OK;27-09-1978;446-381-1773;71.49
110;Tyler;412 3/4 Lake Tahoe Blvd.;Boston;11665;AK;17-09-1974;551-769-6371;106.33
111;Adams;188 Corona Del Mar;Columbia;29093;ND;09-08-1991;724-172-2081;8.9
112;Adams;517 Timberlane Drive;Dover;88088;KS;11-01-1992;412-374-7527;113.57
113;Van Buren;525 3/4 Tully Road East;Albany;79286;MS;20-08-1951;222-385-3651;109.62
114;Carter;440 East Fry Blvd. NO 24;Sacramento;79347;ME;24-06-1975;545-948-1822;85.38
115;Carter;787 Milpas Street STE 12;Salem;19127;DE;03-09-1959;700-975-3326;24.5
116;Washington;25 Bayshore Freeway;Santa Fe;45107;AK;14-01-1969;548-568-6427;62.28
117;Fillmore;181 3/4 N Harrison St;Oklahoma City;18865;OR;15-01-1988;915-528-8908;97.99
118;Jackson;570 Greenwood Road;Cheyenne;49042;IL;12-01-1990;231-915-1489;61.85
119;Adams;587 Newbury Road;Phoenix;63391;ID;07-06-1959;532-855-1981;101.14
120;Eisenhower;382 1/4 Tanger Blvd;Topeka;14054;LA;19-03-1968;601-986-1417;17.2
121;Reagan;272 1/2 North Atherton Street;Montpelier;75652;CA;13-09-1964;645-618-1772;21.36
122;Polk;56 3/4 Newbury Road;Hartford;32687;WY;04-05-1978;812-769-9028;18.52
123;Grant;263 San Simeon;Denver;49898;IL;17-10-1995;461-540-7582;51.62
124;Hoover;497 Bowles Avenue UNIT 26;Trenton;73875;IN;14-06-1956;318-644-4530;30.16
125;Roosevelt;39 N Harrison St;Pierre;30627;WV;03-12-1973;275-693-8422;92.33
126;Cleveland;974 1/2 Hutchinson Rd;Augusta;36645;NE;16-01-1974;452-502-7987;49.52
127;Grant;382 1/4 Newbury Road;Jackson;26033;SC;08-04-1953;255-263-1851;119.36
128;Monroe;34 San Diego Freeway;Dover;62851;AR;23-04-1996;644-119-7237;5.24
129;Cleveland;902 Bailard Avenue;Baton Rouge;79805;NM;22-04-1960;771-538-1761;113.26
130;Harrison;62 Calle Real;Columbia;69221;KS;20-08-1982;740-718-7707;4.12
131;Wilson;214 Jones Road;Denver;59314;PA;12-01-1997;587-367-8203;32.92
132;Eisenhower;447 San Luis Obispo North;Providence;62700;IN;19-07-1951;216-704-9412;42.24
133;Jackson;878 Tully Road East BLDG 28;Helena;67644;AZ;09-03-1980;667-587-3453;84.65
134;McKinley;585 East 1st Street;Salt Lake City;65501;NM;17-04-1980;537-352-3139;66.92
135;Ford;209 Santa Ana Freeway;Montgomery;23153;IN;25-09-1976;691-816-5192;21.96
136;Harding;635 Milpas Street;Denver;87060;OR;13-04-1977;277-792-8892;80.83
137;Reagan;599 1/4 North Ventu Park Road UNIT 45;Lincoln;54677;IL;03-10-1955;437-154-5436;11.97
138;Cleveland;18 Tanger Blvd;Harrisburg;87322;ID;14-06-1989;838-823-4143;54.55
139;Lincoln;938 1/2 Cerrillos Road NO 6;Charleston;27516;VA;05-12-1968;743-954-8318;74.84
140;Harrison;742 3/4 Via Real;Madison;60232;FL;03-12-1994;784-727-9410;52.69
141;Pierce;134 Jean de la Fontaine;Honolulu;60466;SD;05-11-1955;573-640-8689;5.67
142;Carter;334 Harbor Dr;Carson City;71767;ND;29-12-1966;231-895-5380;90.26
143;Garfield;521 Santa Monica Road;Jackson;82830;IN;29-03-1966;533-885-4644;14.02
144;Reagan;145 South Roosevelt Drive BLDG 37;Denver;43523;OH;15-09-1951;918-370-6882;83.56
145;Lincoln;468 3/4 Pacific Hwy S UNIT 33;Boston;26492;AK;16-06-1971;951-686-5930;77.63
146;Jefferson;255 Santa Rosa South;Helena;86148;ME;10-03-1961;569-668-7902;110.37
147;Reagan;222 El Camino Real BLDG 26;Phoenix;46238;SD;15-03-1985;443-395-2458;56.93
148;Monroe;868 San Diego Freeway STE 19;Charleston;74426;AZ;14-12-1976;407-638-2970;36.82
149;Lincoln;471 Grandview Drive STE 46;Topeka;33208;PA;29-11-1977;319-789-1559;119.24
150;Hayes;664 Carpinteria North;Indianapolis;43236;PA;18-04-1985;824-771-7998;92.35
151;Jefferson;504 1/4 Bowles Avenue UNIT 49;Charleston;25319;IL;10-10-1992;326-389-4844;9.44
152;Adams;715 Via Real UNIT 30;Columbus;13012;NJ;20-01-1979;438-463-5883;97.9
153;Garfield;654 Tully Road East APT 8;Concord;87604;ME;28-09-1971;278-767-2208;107.96
154;Buchanan;141 French Camp Turnpike Road;Topeka;12161;MS;06-11-1967;373-799-2190;79.72
155;Johnson;144 Westside Freeway;Topeka;25913;GA;27-07-1963;694-988-9412;47.88
156;Roosevelt;699 Harbor Dr;Helena;87073;ND;20-01-1955;585-415-5116;104.55
157;Johnson;326 Via Real;Nashville;47282;ID;23-03-1958;566-394-8976;75.81
158;Washington;959 Westside Freeway NO 10;Topeka;68398;AK;16-08-1995;862-142-3929;33.07
159;Tyler;189 East Fry Blvd.;Concord;32799;KS;20-09-1995;200-318-3055;52.1
160;Reagan;386 Jones Road BLDG 8;Trenton;26779;LA;03-01-1981;930-852-4547;97.53
161;Harrison;626 Tanger Blvd;Columbus;52088;MT;23-08-1961;445-972-6929;101.64
162;Johnson;573 N Kentwood;Providence;27485;SD;29-04-1961;686-757-5320;76.32
163;Eisenhower;465 1/4 Milpas Street;Columbus;32618;KS;06-07-1981;237-774-9524;46.75
164;Harrison;331 N Harrison St;Helena;53041;WY;25-12-1954;996-430-2800;44.27
165;Fillmore;955 1/4 San Luis Obispo North;Honolulu;75021;CT;19-03-1986;200-184-9636;65.82
166;McKinley;386 Woodson Rd.;Hartford;25105;LA;06-12-1983;873-641-3894;112.41
167;Roosevelt;592 S Rustle St;Columbus;64604;AK;16-08-1960;222-677-7585;44.52
168;Reagan;160 Bailard Avenue;Des Moines;33638;NH;29-09-1980;677-842-5301;97.93
169;Adams;230 Carpinteria South;Carson City;12296;ID;13-09-1951;728-474-3183;96.05
170;Roosevelt;753 East Fry Blvd.;Jackson;87702;ME;20-09-1993;359-937-9955;40.3
171;Harrison;524 E Fowler Avenue;Atlanta;87531;IA;08-02-1980;799-595-8664;102.06
172;Cleveland;133 Corona Del Mar;Phoenix;30821;KY;26-02-1976;371-215-1374;10.7
173;Van Buren;919 1/4 E Fowler Avenue;Saint Paul;54231;AL;20-09-1963;838-819-7436;107.42
174;Harrison;237 Cabrillo Highway BLDG 24;Boston;32691;WA;09-01-1994;284-143-3421;83.59
175;Van Buren;824 French Camp Turnpike Road;Albany;77805;HI;08-01-1965;936-465-5079;82.62
176;Roosevelt;32 Santa Rosa North;Oklahoma City;88399;CT;27-03-1970;724-836-8594;28.98
177;Roosevelt;576 El Camino Real BLDG 31;Concord;29248;AZ;28-09-1982;650-219-1242;14.08
178;Pierce;324 3/4 Carpinteria Avenue;Phoenix;52351;CO;17-08-1967;876-163-4577;36.4
179;Roosevelt;519 Woodson Rd.;Providence;86070;NC;17-10-1959;528-578-6637;86.81
180;Pierce;321 Tully Road East;Honolulu;16346;NE;04-12-1960;763-144-2168;97.63
181;Hayes;419 Harbor Dr STE 21;Salem;68401;ME;10-10-1971;306-783-9321;28.96
182;Adams;486 San Diego Freeway APT 3;Jefferson City;23902;GA;10-11-1979;944-353-5425;100.79
183;Carter;19 Jones Road;Providence;77128;PA;18-03-1996;909-567-1158;98.43
184;Reagan;406 Santa Rosa North;Concord;45307;WV;16-07-1981;447-537-9363;58.35
185;Eisenhower;516 Bowles Avenue;Boise;85523;MT;17-09-1970;774-934-8637;18.1
186;Quincy;599 Camelback Rd;Cheyenne;57280;NC;02-06-1974;376-705-6064;90.12
187;Buchanan;200 Santa Rosa South;Helena;39484;CA;06-03-1996;448-449-3371;110.51
188;Adams;548 1/4 Katella Avenue;Lansing;77295;OH;21-11-1967;812-654-8954;68.05
189;Wilson;321 San Marcos;Columbus;64128;NH;30-05-1977;754-804-5368;109.98
190;Lincoln;235 Erringer Road;Montpelier;48728;VT;26-10-1957;438-234-9446;56.87
191;Arthur;554 El Camino Real;Frankfort;16782;KS;28-01-1973;877-581-9942;61.82
192;Taft;209 East Fry Blvd.;Salem;38240;NC;09-02-1978;521-973-4609;17.07
193;Cleveland;213 Timberlane Drive;Cheyenne;58044;SC;07-06-1995;498-454-2456;21.03
194;Washington;965 North Erringer Road;Oklahoma City;23384;MT;26-07-1972;673-904-5601;45.43
195;Harrison;173 North Atherton Street STE 8;Providence;43685;ID;11-11-1979;694-965-7333;38.51
196;Washington;299 Hutchinson Rd;Jefferson City;37833;RI;05-03-1973;419-777-9969;19.41
197;Carter;736 Harbor Dr;Topeka;18380;CT;16-06-1984;929-387-4420;106.69
198;McKinley;453 Santa Monica Road;Tallahassee;29680;OR;10-01-1979;810-446-3126;4.55
199;Roosevelt;554 San Ysidro Blvd;Concord;40373;NM;07-11-1971;889-364-1347;88.54
200;Lincoln;141 East Fry Blvd.;Concord;83478;SC;31-01-1950;490-446-3203;106.77
201;Taylor;851 Lawrenceville Suwanee;Olympia;60960;NC;05-06-1977;853-276-1646;88.63
202;Washington;536 Erringer Road;Harrisburg;26885;ME;07-12-1957;871-629-5705;46.61
203;Harding;976 Santa Rosa South;Oklahoma City;45983;MD;05-03-1992;961-175-1714;90.11
204;Madison;301 San Marcos;Santa Fe;66569;DE;01-10-1971;816-507-6608;119.46
205;Adams;338 North Preisker Lane UNIT 43;Annapolis;61657;SD;30-04-1956;687-890-9714;87.05
206;Jackson;916 Via Real;Olympia;78967;WI;23-08-1969;682-816-9223;111.27
207;Tyler;530 Lake Tahoe Blvd.;Little Rock;41908;GA;10-12-1983;848-904-1718;59.3
208;Hayes;7 East 1st Street;Denver;38196;LA;29-07-1973;538-614-2346;92.2
209;Quincy;637 Hutchinson Rd;Atlanta;83044;NH;13-09-1990;288-639-8201;75.0
210;Pierce;721 Timberlane Drive;Juneau;77194;FL;16-01-1954;789-666-6133;71.28
211;Eisenhower;766 East 1st Street;Annapolis;28964;WI;16-01-1973;350-705-1732;94.37
212;Buchanan;351 Monroe Street;Helena;38840;MO;15-09-1994;830-687-8776;114.49
213;Pierce;335 1/2 Tanger Blvd;Montgomery;48276;VA;26-10-1990;878-709-5633;42.22
214;Washington;653 Harbor Dr;Topeka;76941;NE;26-02-1967;374-735-1527;114.79
215;Truman;606 W. Russell St. BLDG 43;Charleston;33167;TN;18-09-1973;462-918-1136;58.2
216;Tyler;947 Tully Road East;Sacramento;36023;WA;25-12-1993;258-184-1819;76.61
217;Fillmore;349 1/2 Westside Freeway;Honolulu;48826;GA;21-07-1963;277-326-3911;14.42
218;Van Buren;556 South Roosevelt Drive;Baton Rouge;68992;DE;01-06-1966;578-517-9797;73.37
219;Arthur;116 North Broadway Street;Montgomery;83972;OH;22-09-1976;610-170-7485;116.86
220;Carter;540 Lake Tahoe Blvd.;Phoenix;30504;MN;28-07-1994;561-423-5801;22.75
221;Monroe;553 Timberlane Drive;Springfield;14583;NC;02-12-1978;242-598-8890;115.6
222;Adams;363 Erringer Road;Madison;80816;MI;02-09-1984;823-678-9660;30.18
223;Taft;601 1/2 South Roosevelt Drive STE 23;Albany;70881;WA;15-04-1996;985-878-5156;112.33
224;Reagan;376 1/4 Hutchinson Rd;Concord;21847;MD;14-04-1957;820-544-2669;31.65
225;Reagan;914 Tanger Blvd;Little Rock;49449;MT;07-05-1967;704-296-2655;12.83
226;Adams;1 San Simeon UNIT 14;Phoenix;48192;PA;31-10-1996;540-937-4227;19.44
227;Roosevelt;122 Fairview Avenue;Dover;53737;AK;26-08-1959;783-708-3476;9.05
228;Buchanan;460 Fairview Avenue;Columbus;26160;NV;03-08-1982;443-122-1790;86.43
229;Taft;481 East 1st Street;Columbus;48127;WV;03-08-1995;508-209-6386;23.51
230;Tyler;486 Bailard Avenue;Carson City;42182;IL;27-03-1983;300-343-3875;60.07
231;Harding;74 Camelback Rd;Jackson;74300;IN;08-05-1991;755-952-8776;81.67
232;Jefferson;465 Newbury Road;Springfield;41540;DE;26-04-1953;942-811-8123;49.92
233;Reagan;304 1/2 North Ventu Park Road;Raleigh;11112;HI;05-05-1989;262-337-7152;72.33
234;McKinley;503 Burnett Road NO 45;Honolulu;59885;KS;30-08-1973;348-390-7488;24.39
235;Wilson;229 Cabrillo Highway;Sacramento;38175;IA;13-03-1964;848-740-4803;108.4
236;Jackson;307 East Calle Primera BLDG 12;Saint Paul;66494;RI;10-01-1986;519-255-8761;114.96
237;Grant;173 1/2 Lake Tahoe Blvd.;Helena;21755;NC;27-07-1982;482-259-1956;6.87
238;Harding;96 Greenwood Road NO 46;Oklahoma City;31149;RI;07-02-1952;937-629-4299;19.74
239;Monroe;522 3/4 Fontaine Road BLDG 24;Montpelier;37601;VT;01-12-1972;554-983-8183;61.22
240;Madison;80 South Roosevelt Drive;Salt Lake City;44562;MT;06-02-1987;257-309-8943;62.89
241;Lincoln;404 Pacific Hwy S NO 48;Olympia;20783;MT;20-06-1957;246-441-3483;70.48
242;Adams;148 French Camp Turnpike Road;Honolulu;81204;SD;17-02-1982;868-729-9641;83.46
243;Truman;91 S Rustle St;Frankfort;16711;NM;29-06-1978;767-455-7790;26.92
244;Hoover;797 Timberlane Drive;Indianapolis;25281;UT;23-06-1969;710-346-6446;66.39
245;Reagan;983 North Ventu Park Road;Pierre;35512;OK;06-03-1971;746-419-3110;36.73
246;Tyler;778 Harbor Dr;Topeka;13310;KY;16-01-1953;235-424-5740;75.18
247;Roosevelt;339 Lake Tahoe Blvd.;Oklahoma City;52756;SC;05-03-1991;337-687-5830;102.94
248;McKinley;696 1/4 East Main Street;Baton Rouge;53802;OR;12-02-1954;491-365-6558;98.66
249;Nixon;637 Carpinteria Avenue;Topeka;75620;WA;14-02-1969;548-615-2276;79.56
250;Quincy;182 Cabrillo Highway UNIT 10;Helena;80403;NE;18-08-1978;572-508-5324;61.37
251;Adams;832 Corona Del Mar NO 19;Frankfort;17405;AR;19-03-1952;529-321-5065;86.8
252;Garfield;94 El Camino Real;Juneau;48267;SC;19-02-1960;480-885-2090;3.88
253;Ford;845 Tanger Blvd;Annapolis;63163;RI;03-02-1981;550-136-1115;102.76
254;Ford;90 1/4 Moreno Drive;Honolulu;61156;MI;26-08-1984;396-828-2480;92.35
255;Harding;816 Newbury Road;Richmond;47368;MO;29-03-1962;987-968-8848;112.51
256;Clinton;423 N Harrison St APT 20;Montgomery;18301;SC;12-08-1963;418-942-2867;47.26
257;Washington;703 Greenwood Road;Honolulu;11976;WV;24-12-1955;651-905-2121;50.65
258;Grant;431 South Highway UNIT 31;Carson City;53196;CO;06-01-1997;967-210-1886;85.18
259;Truman;802 Westside Freeway;Oklahoma City;55139;NV;16-05-1968;394-721-2864;67.88
260;Grant;530 1/2 Monroe Street;Saint Paul;52364;NM;10-02-1993;312-969-3585;111.85
261;Madison;579 Santa Rosa North;Jefferson City;73477;IN;07-03-1979;510-570-6627;16.72
262;Monroe;809 San Diego Freeway;Oklahoma City;75744;ME;18-08-1954;234-595-6412;75.65
263;Adams;143 Jones Road;Denver;16279;AZ;23-12-1989;652-976-3013;87.21
264;Reagan;610 Santa Rosa South;Trenton;51154;ID;20-11-1953;644-184-1149;59.45
265;Truman;484 Timberlane Drive UNIT 42;Phoenix;72301;CO;06-10-1984;824-751-8538;101.97
266;Washington;433 Monroe Street APT 49;Annapolis;77055;CT;30-11-1982;205-503-3078;50.31
267;Lincoln;345 3/4 Cleveland Ave.;Montpelier;49408;WA;19-02-1995;540-911-4996;108.06
268;Truman;511 Carpinteria South NO 8;Austin;36182;NY;26-09-1972;976-659-3713;16.83
269;Carter;110 1/4 San Luis Obispo North;Hartford;78289;ME;01-04-1994;698-461-7546;52.29
270;Polk;511 Newbury Road;Helena;25013;SC;29-01-1952;898-806-5174;39.0
271;Clinton;355 Moreno Drive;Augusta;39578;VA;17-10-1979;897-771-8934;110.79
272;Tyler;511 Calle Real;Pierre;37449;MT;10-08-1991;567-495-9196;108.9
273;Hayes;740 San Simeon;Helena;85581;ID;02-02-1994;318-367-1828;82.72
274;Jackson;625 Lawrenceville Suwanee NO 18;Springfield;42982;MI;28-12-1975;510-728-3847;51.85
275;Adams;19 Monroe Street;Concord;54731;NE;05-08-1985;900-907-7918;11.92
276;Reagan;548 Castillo Drive;Tallahassee;64456;MT;01-11-1977;591-876-2171;19.3
277;Taft;806 South Roosevelt Drive NO 46;Harrisburg;87795;OH;19-11-1955;539-323-9098;11.68
278;Johnson;606 Bailard Avenue;Montpelier;33814;KY;25-10-1955;587-761-2505;27.11
279;Taft;676 Redwood Highway;Sacramento;73638;MO;01-06-1984;242-627-7134;73.97
280;Garfield;465 1/4 Erringer Road;Springfield;88373;TX;03-02-1959;351-438-9117;12.93
281;Harrison;603 3/4 Santa Rosa North;Denver;38675;TX;18-03-1975;558-544-4934;43.95
282;Adams;515 Fairview Avenue UNIT 8;Annapolis;62119;NE;09-04-1968;592-301-5144;25.31
283;Tyler;970 Newbury Road;Concord;29790;AR;29-07-1989;417-896-6930;78.01
284;Garfield;719 Cleveland Ave.;Charleston;54598;NH;13-01-1955;706-807-3150;81.28
285;Hayes;168 Moreno Drive;Atlanta;70833;WV;19-03-1977;507-556-5017;85.66
286;Roosevelt;303 Castillo Drive STE 30;Jefferson City;18374;RI;25-08-1986;679-400-7488;50.72
