last_visit,first_name,last_name,city,country,email,amount
1559678157000,Lilly,Huxley,Thị Trấn Tà Lùng,VN,lhuxley1v@mozilla.org,581.28
1561008666000,Coreen,Brandoni,Ladozhskaya,RU,cbrandoni1w@w3.org,287.47
1543621482000,Noami,Ablett,Muritiba,BR,nablett1x@youtu.be,199.93
1544729218000,Winny,Winsley,Ath,BE,wwinsley1y@buzzfeed.com,692.78
1580003711000,Abram,Greystoke,San Antonio,PH,agreystoke1z@tripadvisor.com,328.8
1590908360000,Breanne,Krale,Itaqui,BR,bkrale20@nydailynews.com,214.33
1594309800000,Avigdor,Cardus,Shiquan,CN,acardus21@friendfeed.com,626.68
1583431488000,Stevana,Tipper,Mubo,CN,stipper22@github.io,251.04
1538711811000,Chiquia,Sexti,Malainen Luma,PH,csexti23@typepad.com,222.68
1546712098000,Kane,Sheffield,Gorzów Wielkopolski,PL,ksheffield24@woothemes.com,865.86
1538503427000,,,,,,39.69
1548835784000,Elnar,Lampe,Atouguia,PT,elampe26@meetup.com,440.05
1539392937000,Clayton,Findley,Krapyak Kidul,ID,cfindley27@joomla.org,426.11
1549584073000,Rolfe,Matteo,Gungguh,ID,rmatteo28@cloudflare.com,131.46
1561383165000,Malinda,Kidgell,Berëzovka,RU,mkidgell29@cnet.com,957.64
1549095386000,Krystal,Jansson,Otacílio Costa,BR,kjansson2a@plala.or.jp,738.69
1587028310000,,,,,,387.07
1578453645000,Wakefield,Bugbee,Bolian,CN,wbugbee2c@npr.org,239.54
1558684040000,Nan,Emanuelli,Atbasar,KZ,nemanuelli2d@cisco.com,890.84
1596631134000,Linette,Cousen,Stockholm,SE,lcousen2e@ucoz.com,377.1
1584409052000,Randa,Ropert,Gombong,ID,rropert2f@soup.io,345.28
1542470354000,Harlene,Portwaine,Solna,SE,hportwaine2g@forbes.com,784.28
1540901309000,Toma,Rannigan,Rönninge,SE,trannigan2h@java.com,405.1
1592001136000,Dorothy,Makin,Biała Piska,PL,dmakin2i@opensource.org,497.0
1561314230000,Ashlan,Rostron,Anzhero-Sudzhensk,RU,arostron2j@youtube.com,985.19
1556825458000,Floris,Espinel,Junchuan,CN,fespinel2k@mozilla.com,836.31
1592635846000,Debra,Roof,Paraíso,PA,droof2l@miibeian.gov.cn,896.95
1576704169000,Giacobo,Roddick,Clorinda,AR,groddick2m@ted.com,62.09
1562823062000,Bertrando,Magog,Tabūk,SA,bmagog2n@wired.com,263.71
1582684213000,Pippo,Phillot,Huantuo,CN,pphillot2o@boston.com,262.74
1538913646000,,,,,,326.44
1555484594000,Melly,Lennarde,Merik,ID,mlennarde2q@berkeley.edu,834.58
1561509513000,Arda,Griffith,Laranjal Paulista,BR,agriffith2r@cbslocal.com,611.65
1570184462000,Kristofer,Peacher,Jijiazhuang,CN,kpeacher2s@whitehouse.gov,254.33
1542444804000,Cherice,Crofthwaite,Singkup,ID,ccrofthwaite2t@google.nl,43.9
1587229403000,Corey,Gogerty,Vila Viçosa,PT,cgogerty2u@europa.eu,259.0
1573355741000,Gage,Timpany,El Mida,TN,gtimpany2v@cam.ac.uk,142.71
1575637217000,Agna,Ferreras,Nanga Eboko,CM,aferreras2w@hc360.com,425.75
1540902708000,Sheppard,Ferrettino,Moa,CU,sferrettino2x@ezinearticles.com,8.65
1539382488000,Caddric,Fitter,Davydovo,RU,cfitter2y@shinystat.com,661.63
1593643689000,Annmarie,Firmager,Cirangga Kidul,ID,afirmager2z@youtu.be,817.09
1562262886000,Joletta,Firmager,Panchagarh,BD,jfirmager30@acquirethisname.com,227.32
1540469818000,Valencia,Jeaycock,Fada,TD,vjeaycock31@51.la,733.49
1554669975000,Anabel,James,Librazhd-Qendër,AL,ajames32@answers.com,103.38
1539840800000,Cleon,Godley,Beigou,CN,cgodley33@utexas.edu,606.93
1559787016000,Floria,Harrhy,Romanovo,RU,fharrhy34@whitehouse.gov,657.95
1585243021000,Francisco,Gemson,Kuivaniemi,FI,fgemson35@mtv.com,338.86
1583066857000,Kevina,Burnup,Krasnyy Lyman,UA,kburnup36@cdc.gov,296.14
1554525725000,Ibby,Fairbard,Andaray,PE,ifairbard37@twitter.com,586.58
1554378669000,Roseanna,Saffell,Anzi,CN,rsaffell38@phpbb.com,471.86
1568779990000,Petunia,Lapidus,Narowlya,BY,plapidus39@wix.com,28.84
1543171852000,Nonah,Menilove,Kuala Lumpur,MY,nmenilove3a@elpais.com,307.65
1592542158000,Inesita,Leonard,Sevilla,ES,ileonard3b@cyberchimps.com,153.12
1589559856000,Nahum,Blanshard,Calarcá,CO,nblanshard3c@nhs.uk,25.18
1543089360000,Rikki,Antonignetti,Tuamese,ID,rantonignetti3d@is.gd,308.11
1568596085000,Luis,Ingraham,Gedian,CN,lingraham3e@biglobe.ne.jp,314.65
1557916391000,Kort,Elflain,Bairro do Margaça,PT,kelflain3f@imgur.com,545.13
1591657234000,Darcey,Whitear,Ciakar,ID,dwhitear3g@paginegialle.it,899.21
1562302215000,Artemas,Wyldes,Suç,AL,awyldes3h@ca.gov,337.22
1584667711000,Neale,Woodlands,Chabany,UA,nwoodlands3i@delicious.com,795.78
1588800176000,Duff,Hallihan,San Martin,MX,dhallihan3j@twitter.com,51.66
1583040335000,North,Kinner,Shashūbay,KZ,nkinner3k@devhub.com,157.32
1588152437000,Ray,Mardell,Ya’erya,CN,rmardell3l@163.com,646.29
1549714114000,Panchito,Weatherley,Novoul’yanovsk,RU,pweatherley3m@fema.gov,875.8
1593977687000,Aeriel,Hummerston,Sukakerta,ID,ahummerston3n@zimbio.com,306.01
1545086052000,Saudra,O'Lagen,Naawan,PH,solagen3o@blogs.com,948.88
1572008567000,Lorettalorna,Jonczyk,San Lorenzo,HN,ljonczyk3p@surveymonkey.com,925.94
1587670176000,Lorelei,Georgeon,Al Mawşil al Jadīdah,IQ,lgeorgeon3q@1und1.de,902.44
1577366749000,Averyl,Faldo,Chorente,PT,afaldo3r@disqus.com,286.77
1564374275000,Kaspar,McGaraghan,Xiaozhoushan,CN,kmcgaraghan3s@mail.ru,795.71
1587496601000,Bennie,MacGarvey,Hancheng,CN,bmacgarvey3t@washingtonpost.com,969.59
1581235631000,Leone,Bohje,Ituverava,BR,lbohje3u@goo.ne.jp,91.05
1594615258000,Lizzie,Gifford,Lubaczów,PL,lgifford3v@istockphoto.com,2.64
1564363783000,Susy,Obell,Iwanuma,JP,sobell3w@time.com,746.16
1543521252000,Paulie,Lambkin,Stryszów,PL,plambkin3x@cdc.gov,802.96
1557978959000,Carmelina,Prestage,Saint Petersburg,RU,cprestage3y@arstechnica.com,332.94
1570492342000,,,,,,655.34
1552026809000,Harlene,Raunds,Hamakita,JP,hraunds40@cornell.edu,636.58
1559088205000,Alvie,Rabbatts,Santana do Livramento,BR,arabbatts41@ask.com,958.24
1572662729000,Hobie,Fellnee,Krajan Jamprong,ID,hfellnee42@pinterest.com,743.83
1542904699000,Jacqueline,Sloy,Xinfengjie,CN,jsloy43@qq.com,570.56
1563744608000,Fernande,Gosdin,Comapa,GT,fgosdin44@toplist.cz,694.23
1587701517000,Berenice,Markos,Kolaka,ID,bmarkos45@pagesperso-orange.fr,327.88
1555287186000,Alexi,Vanes,Kannus,FI,avanes46@ibm.com,118.14
1588639020000,Boote,Futty,Tía Juana,VE,bfutty47@nps.gov,106.24
1567746260000,Clayton,Duffree,‘Abbāsābād,IR,cduffree48@bloglines.com,292.22
1563139312000,Jarrid,Kubelka,Montgomery,US,jkubelka49@alibaba.com,681.11
1564243628000,Kass,Garard,Gijon,ES,kgarard4a@dailymail.co.uk,518.35
1567168644000,Franz,Leaning,An Châu,VN,fleaning4b@ycombinator.com,985.16
1556205146000,Antonetta,Dorbon,Morrelgonj,BD,adorbon4c@admin.ch,188.63
1588461179000,Marina,Ziemen,Valdemārpils,LV,mziemen4d@mayoclinic.com,658.46
1582565131000,Rozanne,Chazelle,Malapaubhara,ID,rchazelle4e@bravesites.com,428.29
1569783293000,Brenda,Collinette,Gowarczów,PL,bcollinette4f@de.vu,94.55
1573843009000,Lin,Attew,Lycksele,SE,lattew4g@canalblog.com,628.61
1541021938000,,,,,,87.44
1555025968000,Zaneta,Lindberg,Baima,CN,zlindberg4i@shareasale.com,827.54
1554593489000,Allix,Laing,Bor,SS,alaing4j@youtu.be,386.51
1595233093000,,,,,,779.59
1581648517000,Prent,Hedgeley,Eqbālīyeh,IR,phedgeley4l@discuz.net,670.89
1579740829000,Reine,Vannuccini,Perth,AU,rvannuccini4m@is.gd,169.78
1572067050000,Letti,Jaxon,Caen,FR,ljaxon4n@flickr.com,584.99
1586943971000,Dagny,Legon,Nanxinxiang,CN,dlegon4o@time.com,929.83
1565975258000,Shelton,Brammar,Mauá,BR,sbrammar4p@smh.com.au,661.71
1555837760000,Arvin,Kerrigan,Masḩah,PS,akerrigan4q@elpais.com,121.69
1581979100000,Cherey,Scutter,Weyburn,CA,cscutter4r@trellian.com,972.95
1549881609000,Bernadette,Spendlove,Muro,PT,bspendlove4s@stumbleupon.com,650.25
1569653093000,Tiffy,Iamittii,Bīleh Savār,IR,tiamittii4t@wufoo.com,890.89
1539032644000,Birgitta,Westbrook,Lusacan,PH,bwestbrook4u@mozilla.org,671.78
1557425612000,Sebastian,Goldwater,Sundbyberg,SE,sgoldwater4v@telegraph.co.uk,56.6
1570802818000,Griffith,Blastock,Huarong Chengguanzhen,CN,gblastock4w@google.com.hk,306.7
1565508325000,Alfie,Sate,Kebonan,ID,asate4x@1688.com,725.23
1555371937000,Panchito,Youings,Caen,FR,pyouings4y@linkedin.com,955.2
1561852723000,Wenda,Fiddian,Niaohe,CN,wfiddian4z@stumbleupon.com,16.74
1583516014000,Cart,Kingsnod,Shilin,CN,ckingsnod50@rakuten.co.jp,288.72
1559467555000,Daryn,Roots,Oliveira,PT,droots51@github.io,28.35
1568801744000,Teena,Hassan,Burgersfort,ZA,thassan52@dropbox.com,796.93
1580917813000,Wanda,Cortese,Panique,PH,wcortese53@wikispaces.com,168.88
1580859249000,Eilis,Dybell,Koszyce Wielkie,PL,edybell54@intel.com,687.34
1590866847000,Elane,Cellier,Zhangfang,CN,ecellier55@com.com,879.7
1573893209000,Debby,Andrus,Pirok,MK,dandrus56@yelp.com,761.89
1554441901000,Karoly,Goracci,Daugavgrīva,LV,kgoracci57@irs.gov,544.39
1592190736000,Galina,Bouchard,Monte Branco,PT,gbouchard58@cdc.gov,958.39
1588448587000,Chick,Stollwerck,Roza,RU,cstollwerck59@bravesites.com,906.52
1540525614000,Corrine,Gibbard,Riga,LV,cgibbard5a@mozilla.com,102.38
1580113615000,Samaria,Benini,Alingsås,SE,sbenini5b@woothemes.com,165.65
1569212669000,Gretchen,Dilloway,Reims,FR,gdilloway5c@washington.edu,390.5
1545800490000,Arlena,Gallamore,Yudaikelike,CN,agallamore5d@tripod.com,528.25
1556451730000,Sarge,McKeighan,Balin,CN,smckeighan5e@tripadvisor.com,409.94
1585437642000,Marten,Fullom,Minle,CN,mfullom5f@webmd.com,152.69
1547560999000,Goraud,MacGiolla,Leping,CN,gmacgiolla5g@tamu.edu,791.28
1581777987000,Lurline,Spadotto,Knežica,BA,lspadotto5h@slashdot.org,509.0
1539606249000,Ephrayim,Olijve,Bełżec,PL,eolijve5i@nationalgeographic.com,69.7
1595404171000,Fedora,Harradine,Salamina,CO,fharradine5j@nyu.edu,889.52
1566177564000,Arleta,Vernazza,Andalucía,CO,avernazza5k@histats.com,211.18
1554822839000,Myer,Whipple,Mangochi,MW,mwhipple5l@wufoo.com,543.78
1586431632000,Lynea,Laurand,Taquari,BR,llaurand5m@privacy.gov.au,496.57
1585261596000,Theressa,Bachman,Shurugwi,ZW,tbachman5n@themeforest.net,984.88
1552078182000,Rochette,Bondy,Guangdu,CN,rbondy5o@illinois.edu,233.66
1585525093000,Jenny,Lots,Novoye Devyatkino,RU,jlots5p@wikispaces.com,351.4
1586667709000,Miriam,Braam,Juan Adrián,DO,mbraam5q@state.gov,730.52
1556144180000,Marissa,Sidney,Vazhiny,RU,msidney5r@wix.com,103.91
1549050812000,Anabelle,Flaws,Atbasar,KZ,aflaws5s@g.co,522.36
1543935415000,Estella,Ruggles,Chenzhouzhai,CN,eruggles5t@github.com,711.59
1560746064000,,,,,,920.07
1553186089000,Thorn,Lippett,Xiaojin,CN,tlippett5v@yolasite.com,950.18
1567590801000,,,,,,429.06
1576988153000,Ody,Tytterton,Markaz Mudhaykirah,YE,otytterton5x@sciencedirect.com,545.38
1564159985000,Alasteir,Iannuzzi,Maslovka,RU,aiannuzzi5y@dion.ne.jp,856.53
1550604426000,Auberta,Farnan,Taen Tengah,ID,afarnan5z@webs.com,271.11
1582648376000,Pat,Stedell,Sanya,CN,pstedell60@time.com,922.24
1571659473000,Fonsie,Trusler,Manuel Cavazos Lerma,MX,ftrusler61@google.nl,551.64
1570814993000,Linea,Chinery,Maramag,PH,lchinery62@zimbio.com,365.45
1566607917000,Geneva,Pobjay,Shatoja,PE,gpobjay63@dmoz.org,486.71
1592303795000,Tiffani,Manifold,Nanmuping,CN,tmanifold64@microsoft.com,729.94
1547858921000,Kynthia,Begin,Riangbaring,ID,kbegin65@cmu.edu,256.39
1584012842000,Killie,Spours,Kalianyar Selatan,ID,kspours66@ow.ly,881.5
1578154579000,Karlee,Gustus,Tomteboda,SE,kgustus67@sitemeter.com,911.53
1559557973000,Celine,Burnall,Buriti Alegre,BR,cburnall68@nymag.com,809.03
1587949239000,Yvonne,Winnard,Leon Postigo,PH,ywinnard69@redcross.org,518.95
1576491814000,Abbot,Farmery,Duncans,JM,afarmery6a@vimeo.com,791.57
1559000206000,Ari,Janman,Aygeshat,AM,ajanman6b@1688.com,202.95
1596003513000,Fionna,Simioni,Imtarfa,MT,fsimioni6c@kickstarter.com,72.42
1551215737000,Kale,Sanja,Daijiaba,CN,ksanja6d@vimeo.com,389.33
1566510756000,Colver,Yukhnevich,Rana,PT,cyukhnevich6e@spiegel.de,847.79
1578880240000,Jamie,Milby,Xihu,CN,jmilby6f@networksolutions.com,19.96
1554307940000,,,,,,199.47
1590608285000,Tana,Casone,Kisasa,TZ,tcasone6h@posterous.com,629.75
1582032087000,Van,Skeel,Saratamata,VU,vskeel6i@exblog.jp,269.42
1597820260000,Lusa,Elnor,Talipan,PH,lelnor6j@uol.com.br,878.99
1594130348000,Jonell,Garlant,Huasahuasi,PE,jgarlant6k@wp.com,24.9
1565351242000,Silvain,Enderwick,Zhaoxian,CN,senderwick6l@soundcloud.com,698.52
1572713269000,Paco,Bool,Nagqu,CN,pbool6m@nifty.com,827.2
1567745823000,Alex,Fayne,Shiziling,CN,afayne6n@pen.io,414.13
1543984520000,Lisabeth,Karby,Bairro de Santo António,PT,lkarby6o@barnesandnoble.com,563.44
1598217026000,,,,,,870.39
1587525999000,Ashlin,Meharry,Dagur,CN,ameharry6q@addtoany.com,32.01
1589316155000,,,,,,351.16
1546424326000,Nelson,Simcox,Haradzishcha,BY,nsimcox6s@dropbox.com,681.28
1587139466000,Kris,Vicent,Mramani,KM,kvicent6t@smugmug.com,173.53
1560616909000,Dorthea,Blakeman,Rio Negro,BR,dblakeman6u@alexa.com,899.44
1545729237000,Chane,Belsher,Mīr Bachah Kōṯ,AF,cbelsher6v@bloomberg.com,457.93
1566177784000,Baryram,Ovington,Jaguaquara,BR,bovington6w@springer.com,666.83
1569515962000,Jeannine,Bolderstone,Lower Hutt,NZ,jbolderstone6x@uol.com.br,331.73
1557325306000,Horatia,Hanway,Lolodorf,CM,hhanway6y@t.co,642.58
1550986999000,Serena,Labroue,Songnim,KP,slabroue6z@people.com.cn,574.94
1589132394000,Ronalda,Goard,Naas,IE,rgoard70@acquirethisname.com,530.88
1572295184000,Elliot,Dozdill,Shuanghe,CN,edozdill71@blog.com,746.77
1570385428000,Yelena,Fossitt,San Diego,US,yfossitt72@kickstarter.com,963.92
1580520112000,Ramona,Tringham,Zeguo,CN,rtringham73@wordpress.org,777.41
1541931203000,Sonnnie,Prott,La Paz,CO,sprott74@va.gov,438.91
1588030671000,Alysa,Heigold,Buzuluk,RU,aheigold75@nifty.com,229.41
1560025483000,Leland,Whitcombe,Las Varillas,AR,lwhitcombe76@blinklist.com,216.14
1589478315000,Basia,Lighton,Los Angeles,US,blighton77@twitter.com,168.91
1541566410000,Pebrook,Copcote,San Juan Pueblo,HN,pcopcote78@reference.com,994.99
1552535074000,Melamie,MacCahey,Karanyowka,BY,mmaccahey79@utexas.edu,927.17
1558206851000,,,,,,586.43
1560137013000,Phillida,Bonelle,Laiyang,CN,pbonelle7b@fc2.com,523.13
1561682980000,Giselbert,Alldred,Mogapinyana,BW,galldred7c@yale.edu,756.69
1555565706000,Dosi,Kilmurry,Nesovice,CZ,dkilmurry7d@google.com.au,781.13
1577225391000,Vic,Baszniak,Portumna,IE,vbaszniak7e@ehow.com,292.93
1538702756000,Nonnah,Monard,Laozhuang,CN,nmonard7f@amazon.com,696.46
1546276285000,Nataline,Squirrell,Newbiggin,GB,nsquirrell7g@wisc.edu,603.27
1583987043000,Maxine,Bance,Kajan,AL,mbance7h@imdb.com,24.04
1565385791000,,,,,,995.11
1597734331000,Ezri,Pancost,Pedro Carbo,EC,epancost7j@bluehost.com,430.51
1596055804000,Rube,Champness,Caohezhang,CN,rchampness7k@yolasite.com,252.76
1579147347000,Dee dee,Sawkins,Randuboto,ID,dsawkins7l@paginegialle.it,892.4
1571307555000,Thane,Monkhouse,Koronadal,PH,tmonkhouse7m@deviantart.com,758.62
1584931535000,Miguela,Litzmann,Enschede,NL,mlitzmann7n@devhub.com,463.41
1546495156000,Delia,Symmers,Sandia,PE,dsymmers7o@indiatimes.com,153.28
1562549728000,Debi,Provest,Lubei,CN,dprovest7p@unblog.fr,430.24
1567723261000,Rosette,Wellfare,Los Ángeles,CL,rwellfare7q@lulu.com,66.99
1541122483000,Everard,McGinn,Woja,ID,emcginn7r@cam.ac.uk,42.84
1560119599000,Aksel,Dohms,Tikhoretsk,RU,adohms7s@about.me,877.13
1542271962000,Hedvig,Fenimore,Nejo,ET,hfenimore7t@apple.com,230.88
1585949488000,Dulcy,Ellul,Bumbuna,SL,dellul7u@cyberchimps.com,913.59
1556014725000,Sully,Pawlata,Palaió Fáliro,GR,spawlata7v@yellowpages.com,735.66
1555074390000,Jenine,Siddall,Soavinandriana,MG,jsiddall7w@techcrunch.com,787.9
1557876583000,Shaun,Mudge,Tucson,US,smudge7x@timesonline.co.uk,348.11
1560508542000,Vilhelmina,Parnall,Chingas,PE,vparnall7y@i2i.jp,185.54
1599040895000,Windham,Bratt,Jayapura,ID,wbratt7z@sakura.ne.jp,511.95
1557407452000,Silvan,MacShirie,Nyzhni Sirohozy,UA,smacshirie80@canalblog.com,860.42
1549237245000,,,,,,844.59
1543831804000,Sarene,Luten,Haenam,KR,sluten82@twitpic.com,47.25
1572866859000,Donnamarie,Bowshire,Guangang,CN,dbowshire83@bravesites.com,747.53
1568677764000,Trista,Dahlborg,Kuressaare,EE,tdahlborg84@ask.com,236.7
1558733528000,Roxana,Delap,Laiya,PH,rdelap85@joomla.org,16.15
1589280551000,Tymon,Huskisson,Jinshan,CN,thuskisson86@cdbaby.com,76.57
1579395918000,Berkly,Ajsik,Mszana Dolna,PL,bajsik87@cnet.com,246.87
1600473908000,Sharon,Forker,Potrerillos Arriba,PA,sforker88@taobao.com,744.45
1563848249000,Jere,Cotes,New York City,US,jcotes89@ft.com,491.09
1583194475000,Krisha,Plues,Arkhaía Kórinthos,GR,kplues8a@free.fr,366.81
1595903670000,Lind,Sheppard,Rayevskaya,RU,lsheppard8b@webeden.co.uk,335.27
1574159717000,Pamelina,Peltzer,Ad Dasmah,KW,ppeltzer8c@macromedia.com,415.01
1563314177000,Pooh,Jacqueme,Pangrumasan,ID,pjacqueme8d@mayoclinic.com,122.85
1542248871000,,,,,,314.29
1566967286000,,,,,,734.02
1583511509000,Riley,Mottley,Shun’ga,RU,rmottley8g@google.cn,674.55
1565906480000,Marjorie,Hockell,Praingkareha,ID,mhockell8h@phoca.cz,867.3
1538836032000,Chere,Gillfillan,El Corozal,HN,cgillfillan8i@networkadvertising.org,706.3
1588362024000,Andi,Pearmine,San Nicolás,HN,apearmine8j@home.pl,717.26
1586562460000,Gallagher,Hodgen,Tabuc Pontevedra,PH,ghodgen8k@i2i.jp,824.31
1548337842000,,,,,,359.29
1576046055000,Mayne,Frugier,Jorochito,BO,mfrugier8m@sciencedaily.com,140.61
1566498245000,Bjorn,Harden,Tarxien,MT,bharden8n@prlog.org,226.64
1557774027000,Gan,Buckett,Odivelas,PT,gbuckett8o@livejournal.com,796.59
1582242840000,Lilah,Bentje,Rangmanten,ID,lbentje8p@statcounter.com,45.65
1559640764000,Heath,Medeway,Zliten,LY,hmedeway8q@redcross.org,105.85
1553424573000,Raoul,Spehr,Situ,CN,rspehr8r@shinystat.com,193.83
1573291555000,Davidde,Maylour,San Diego,US,dmaylour8s@ucoz.ru,616.28
1593734927000,Nancy,Streader,Freixo de Numão,PT,nstreader8t@artisteer.com,773.39
1547390931000,Chandra,Basnett,La Palma,MX,cbasnett8u@slideshare.net,982.61
1549119378000,Chelsea,Squirrell,Sergelen,MN,csquirrell8v@linkedin.com,532.44
1596384576000,Eduardo,Giraldez,Shilovo,RU,egiraldez8w@i2i.jp,383.51
1593664125000,Caren,Bloomer,Melrose,MU,cbloomer8x@ucoz.com,913.23
1547144729000,Tiffy,Korfmann,Ebetsu,JP,tkorfmann8y@berkeley.edu,20.65
1563117564000,Yuma,Schoenfisch,Głuchołazy,PL,yschoenfisch8z@reverbnation.com,619.36
1591020848000,,,,,,797.51
1586653745000,Matilde,Braham,Guwoterus,ID,mbraham91@blog.com,686.92
1557244011000,Brandea,Holbie,Syrostan,RU,bholbie92@linkedin.com,78.44
1567827168000,Cristy,Jugging,Knivsta,SE,cjugging93@craigslist.org,554.29
1579213660000,Noemi,Garie,Nuasepu,ID,ngarie94@pagesperso-orange.fr,918.22
1585176204000,Kelsy,Wark,Springfield,US,kwark95@wp.com,681.38
1588555239000,Donnie,Mayzes,Mölndal,SE,dmayzes96@sakura.ne.jp,640.77
